"objective_1","objective_2"
"-85.72858741760254","-1099.1428023910523"
"-79.7779914855957","-1095.8432126235962"
"-83.55482849121094","-1087.344796295166"
"-86.17710395812988","-1061.2023045349122"
"-85.27600090026856","-1096.3256113433838"
"-88.14673248291015","-1071.8786377716065"
"-85.14534706115722","-1069.5442964553833"
"-85.91580963134766","-1104.296484413147"
"-82.32524314880371","-1094.209394683838"
"-82.78089279174804","-1077.5646067810058"
