objective_1,objective_2
-0.016062737,-11.459013
-0.07802342,-10.850041
-0.13633026,-10.055444
-0.10340847,-10.422941
-0.052921142,-10.967854
-0.009399032,-11.5636
-0.027266502,-11.123073
-0.0071364976,-11.719975
-0.13153453,-10.168405
-0.0035944367,-11.808075
-0.016633758,-11.32617
