"objective_1","objective_2"
"-11.6138334274292","-9.343472480773926"
"-4.690938949584961","-10.111467361450195"
"-0.6099812984466553","-10.3810396194458"
"-9.016325950622559","-19.237123489379883"
"-9.643671035766602","-20.02710723876953"
"-6.45128870010376","-16.669370651245117"
"-33.01362609863281","-9.551546096801758"
"-2.6702334880828857","-9.883809089660645"
"-18.943401336669922","-9.98559284210205"
"-26.899314880371094","-9.45846176147461"
