"objective_1","objective_2"
"-10.449541091918945","-10.186463356018066"
"-8.979466438293457","-9.888867378234863"
"-3.003636121749878","-10.381664276123047"
"-2.431778907775879","-10.415771484375"
"-10.619763374328613","-10.068684577941895"
"-4.593290328979492","-10.251996994018555"
"-2.3590030670166016","-10.599373817443848"
"-4.314853668212891","-10.299216270446777"
"-8.481942176818848","-10.07253360748291"
"-6.02833366394043","-10.273233413696289"
"-3.640726089477539","-10.283455848693848"
