"objective_1","objective_2"
"-11.659491539001465","-12.507232666015625"
"-13.895706176757812","-12.690438270568848"
"-21.119300842285156","-12.542088508605957"
"-14.315153121948242","-12.793474197387695"
"-15.708026885986328","-12.692692756652832"
"-20.7707462310791","-12.649458885192871"
"-5.66698694229126","-13.663030624389648"
"-21.97927474975586","-13.070199012756348"
"-21.24013328552246","-12.138763427734375"
"-15.894786834716797","-12.383125305175781"
